"","STATE_CD","year","dem_percent"
"1089","Massachusetts 6",2010,NA
"1090","Massachusetts 7",2010,NA
"1091","Massachusetts 8",2010,NA
"1092","Massachusetts 9",2010,NA
"1093","Massachusetts 10",2010,NA
"1094","Michigan 1",2010,0.530001617
"1095","Michigan 2",2010,0.612922173
"1096","Michigan 3",2010,NA
"1097","Michigan 4",2010,NA
"1098","Michigan 5",2010,NA
"1099","Michigan 6",2010,0.456576305
"1100","Michigan 7",2010,0.478086194
"1101","Michigan 8",2010,NA
"1102","Michigan 9",2010,NA
"1103","Michigan 10",2010,NA
"1104","Michigan 11",2010,NA
"1105","Michigan 12",2010,NA
"1106","Michigan 13",2010,NA
"1107","Michigan 14",2010,NA
"1108","Michigan 15",2010,NA
"1109","Minnesota 1",2010,0.320334894
"1110","Minnesota 2",2010,0.585029263
"1111","Minnesota 3",2010,NA
"1112","Minnesota 4",2010,0.672512788
"1113","Minnesota 5",2010,NA
"1114","Minnesota 6",2010,0.63717262
"1115","Minnesota 7",2010,0.496066444
"1116","Minnesota 8",2010,NA
"1117","Mississippi 1",2010,0.464316507
"1118","Mississippi 2",2010,0.490814176
"1119","Mississippi 3",2010,0.373063225
"1120","Mississippi 4",2010,0.530210411
"1121","Missouri 1",2010,NA
"1122","Missouri 2",2010,0.34622003
"1123","Missouri 3",2010,0.422036399
"1124","Missouri 4",2010,NA
"1125","Missouri 5",2010,NA
"1126","Missouri 6",2010,NA
"1127","Missouri 7",2010,NA
"1128","Missouri 8",2010,0.3358253
"1129","Missouri 9",2010,NA
"1130","Montana 0",2010,0.297627758
"1131","Nebraska 1",2010,NA
"1132","Nebraska 2",2010,0.421512087
"1133","Nebraska 3",2010,0.256944444
"1134","Nevada 1",2010,NA
"1135","Nevada 2",2010,NA
"1136","Nevada 3",2010,NA
"1137","Nevada 4",2010,NA
"1138","New Hampshire 1",2010,NA
"1139","New Hampshire 2",2010,NA
"1140","New Jersey 1",2010,NA
"1141","New Jersey 2",2010,NA
"1142","New Jersey 3",2010,NA
"1143","New Jersey 4",2010,NA
"1144","New Jersey 5",2010,NA
"1145","New Jersey 6",2010,0.287719298
"1146","New Jersey 7",2010,0.287719298
"1147","New Jersey 8",2010,NA
"1148","New Jersey 9",2010,NA
"1149","New Jersey 10",2010,0.287719298
"1150","New Jersey 11",2010,NA
"1151","New Jersey 12",2010,NA
"1152","New Jersey 13",2010,0.287719298
"1153","New Mexico 1",2010,NA
"1154","New Mexico 2",2010,NA
"1155","New Mexico 3",2010,NA
"1156","New York 1",2010,NA
"1157","New York 2",2010,NA
"1158","New York 3",2010,NA
"1159","New York 4",2010,NA
"1160","New York 5",2010,NA
"1161","New York 6",2010,NA
"1162","New York 7",2010,NA
"1163","New York 8",2010,NA
"1164","New York 9",2010,NA
"1165","New York 10",2010,NA
"1166","New York 11",2010,NA
"1167","New York 12",2010,NA
"1168","New York 13",2010,0.507142101
"1169","New York 14",2010,NA
"1170","New York 15",2010,NA
"1171","New York 16",2010,NA
"1172","New York 17",2010,NA
"1173","New York 18",2010,NA
"1174","New York 19",2010,0.726446482
"1175","New York 20",2010,0.588301229
"1176","New York 21",2010,0.442928604
"1177","New York 22",2010,0.726446482
"1178","New York 23",2010,0.49553461
"1179","New York 24",2010,NA
"1180","New York 25",2010,0.456466627
"1181","New York 26",2010,NA
"1182","New York 27",2010,NA
"1183","New York 28",2010,NA
"1184","New York 29",2010,NA
"1185","North Carolina 1",2010,NA
"1186","North Carolina 2",2010,NA
"1187","North Carolina 3",2010,NA
"1188","North Carolina 4",2010,NA
"1189","North Carolina 5",2010,NA
"1190","North Carolina 6",2010,NA
"1191","North Carolina 7",2010,NA
"1192","North Carolina 8",2010,NA
"1193","North Carolina 9",2010,NA
"1194","North Carolina 10",2010,0.308441558
"1195","North Carolina 11",2010,NA
"1196","North Carolina 12",2010,NA
"1197","North Carolina 13",2010,NA
"1198","North Dakota 0",2010,0.453229733
"1199","Ohio 1",2010,NA
"1200","Ohio 2",2010,NA
"1201","Ohio 3",2010,NA
"1202","Ohio 4",2010,0.312845493
"1203","Ohio 5",2010,NA
"1204","Ohio 6",2010,0.273733236
"1205","Ohio 7",2010,NA
"1206","Ohio 8",2010,NA
"1207","Ohio 9",2010,0.381915846
"1208","Ohio 10",2010,NA
"1209","Ohio 11",2010,NA
"1210","Ohio 12",2010,0.331032687
"1211","Ohio 13",2010,NA
"1212","Ohio 14",2010,NA
"1213","Ohio 15",2010,NA
"1214","Ohio 16",2010,NA
"1215","Ohio 17",2010,NA
"1216","Ohio 18",2010,0.25203252
"1217","Oklahoma 1",2010,0.615526953
"1218","Oklahoma 2",2010,NA
"1219","Oklahoma 3",2010,0.514413601
"1220","Oklahoma 4",2010,0.455544456
"1221","Oklahoma 5",2010,NA
"1222","Oregon 1",2010,0.476646556
"1223","Oregon 2",2010,0.388812779
"1224","Oregon 3",2010,NA
"1225","Oregon 4",2010,NA
"1226","Oregon 5",2010,NA
"1227","Pennsylvania 1",2010,NA
"1228","Pennsylvania 2",2010,NA
"1229","Pennsylvania 3",2010,NA
"1230","Pennsylvania 4",2010,NA
"1231","Pennsylvania 5",2010,NA
"1232","Pennsylvania 6",2010,NA
"1233","Pennsylvania 7",2010,NA
"1234","Pennsylvania 8",2010,NA
"1235","Pennsylvania 9",2010,NA
"1236","Pennsylvania 10",2010,NA
"1237","Pennsylvania 11",2010,NA
"1238","Pennsylvania 12",2010,0.601010101
"1239","Pennsylvania 13",2010,NA
"1240","Pennsylvania 14",2010,NA
"1241","Pennsylvania 15",2010,NA
"1242","Pennsylvania 16",2010,NA
"1243","Pennsylvania 17",2010,NA
"1244","Pennsylvania 18",2010,0.601010101
"1245","Pennsylvania 19",2010,NA
"1246","Rhode Island 1",2010,NA
"1247","Rhode Island 2",2010,NA
"1248","South Carolina 1",2010,NA
"1249","South Carolina 2",2010,NA
"1250","South Carolina 3",2010,NA
"1251","South Carolina 4",2010,0.429441356
"1252","South Carolina 5",2010,NA
"1253","South Carolina 6",2010,NA
"1254","South Carolina 7",2010,NA
"1255","South Dakota 0",2010,0.354899317
"1256","Tennessee 1",2010,0.407785059
"1257","Tennessee 2",2010,0.270710059
"1258","Tennessee 3",2010,0.442302428
"1259","Tennessee 4",2010,0.420383971
"1260","Tennessee 5",2010,0.329582488
"1261","Tennessee 6",2010,0.304510605
"1262","Tennessee 7",2010,0.318479009
"1263","Tennessee 8",2010,0.241922892
"1264","Tennessee 9",2010,0.277493188
"1265","Texas 1",2010,NA
"1266","Texas 2",2010,NA
"1267","Texas 3",2010,NA
"1268","Texas 4",2010,NA
"1269","Texas 5",2010,NA
"1270","Texas 6",2010,NA
"1271","Texas 7",2010,NA
"1272","Texas 8",2010,NA
"1273","Texas 9",2010,NA
"1274","Texas 10",2010,0.215917843
"1275","Texas 11",2010,NA
"1276","Texas 12",2010,NA
"1277","Texas 13",2010,NA
"1278","Texas 14",2010,NA
"1279","Texas 15",2010,NA
"1280","Texas 16",2010,NA
"1281","Texas 17",2010,NA
"1282","Texas 18",2010,NA
"1283","Texas 19",2010,NA
"1284","Texas 20",2010,NA
"1285","Texas 21",2010,NA
"1286","Texas 22",2010,NA
"1287","Texas 23",2010,NA
"1288","Texas 24",2010,NA
"1289","Texas 25",2010,NA
"1290","Texas 26",2010,NA
"1291","Texas 27",2010,NA
"1292","Texas 28",2010,NA
"1293","Texas 29",2010,NA
"1294","Texas 30",2010,NA
"1295","Texas 31",2010,NA
"1296","Texas 32",2010,NA
"1297","Texas 33",2010,NA
"1298","Texas 34",2010,NA
"1299","Texas 35",2010,NA
"1300","Texas 36",2010,NA
"1301","Utah 1",2010,NA
"1302","Utah 2",2010,0.709775967
"1303","Utah 3",2010,NA
"1304","Utah 4",2010,NA
"1305","Vermont 0",2010,0.395474907
"1306","Virginia 1",2010,NA
"1307","Virginia 2",2010,NA
"1308","Virginia 3",2010,NA
"1309","Virginia 4",2010,NA
"1310","Virginia 5",2010,0.377301853
"1311","Virginia 6",2010,NA
"1312","Virginia 7",2010,NA
"1313","Virginia 8",2010,NA
"1314","Virginia 9",2010,NA
"1315","Virginia 10",2010,NA
"1316","Virginia 11",2010,NA
"1317","Washington 1",2010,NA
"1318","Washington 2",2010,NA
"1319","Washington 3",2010,0.327091136
"1320","Washington 4",2010,0.23857868
"1321","Washington 5",2010,0.455269608
"1322","Washington 6",2010,0.495400951
"1323","Washington 7",2010,NA
"1324","Washington 8",2010,NA
"1325","Washington 9",2010,NA
"1326","Washington 10",2010,NA
"1327","West Virginia 1",2010,0.576315311
"1328","West Virginia 2",2010,0.522984612
"1329","West Virginia 3",2010,0.550793745
"1330","Wisconsin 1",2010,NA
"1331","Wisconsin 2",2010,NA
"1332","Wisconsin 3",2010,NA
"1333","Wisconsin 4",2010,NA
"1334","Wisconsin 5",2010,NA
"1335","Wisconsin 6",2010,NA
"1336","Wisconsin 7",2010,NA
"1337","Wisconsin 8",2010,NA
"1338","Alabama 1",2016,0.381724873
"1339","Alabama 2",2016,0.419044159
"1340","Alabama 3",2016,0.468938495
"1341","Alabama 4",2016,0.224703212
"1342","Alabama 5",2016,0.356304314
"1343","Alabama 6",2016,0.420412134
"1344","Alabama 7",2016,0.528870156
"1345","Arizona 1",2016,0.43368944
"1346","Arizona 2",2016,0.429787361
"1347","Arizona 3",2016,0.438797679
"1348","Arizona 4",2016,0.438797679
"1349","Arizona 5",2016,0.438797679
"1350","Arizona 6",2016,0.436733064
"1351","Arizona 7",2016,0.457491062
"1352","Arizona 8",2016,0.497771413
"1353","Arizona 9",2016,NA
"1354","Arkansas 1",2016,0.363115241
"1355","Arkansas 2",2016,0.436438188
"1356","Arkansas 3",2016,0.321825417
"1357","Arkansas 4",2016,0.389008941
"1358","California 1",2016,0.685783757
"1359","California 2",2016,0.466282285
"1360","California 3",2016,0.587944725
"1361","California 4",2016,0.507320632
"1362","California 5",2016,0.583663145
"1363","California 6",2016,0.741492394
"1364","California 7",2016,0.664042241
"1365","California 8",2016,0.862632886
"1366","California 9",2016,0.807658627
"1367","California 10",2016,0.697936769
"1368","California 11",2016,0.722268037
"1369","California 12",2016,0.809000156
"1370","California 13",2016,0.807658627
"1371","California 14",2016,0.725889552
"1372","California 15",2016,0.71569854
"1373","California 16",2016,0.71569854
"1374","California 17",2016,0.715561029
"1375","California 18",2016,0.505021747
"1376","California 19",2016,0.47937681
"1377","California 20",2016,0.438904477
"1378","California 21",2016,0.463209894
"1379","California 22",2016,0.677058491
"1380","California 23",2016,0.539011256
"1381","California 24",2016,0.548571457
"1382","California 25",2016,0.672419585
"1383","California 26",2016,0.673149146
"1384","California 27",2016,0.705029674
"1385","California 28",2016,0.705029674
"1386","California 29",2016,0.705029674
"1387","California 30",2016,0.705029674
"1388","California 31",2016,0.705029674
"1389","California 32",2016,0.705029674
"1390","California 33",2016,0.705029674
"1391","California 34",2016,0.705029674
"1392","California 35",2016,0.705029674
"1393","California 36",2016,0.705029674
"1394","California 37",2016,0.705029674
"1395","California 38",2016,0.705029674
"1396","California 39",2016,0.705029674
"1397","California 40",2016,0.45768618
"1398","California 41",2016,0.511962808
"1399","California 42",2016,0.61783541
"1400","California 43",2016,0.5276473
"1401","California 44",2016,0.472413662
"1402","California 45",2016,0.497860656
"1403","California 46",2016,0.631741085
"1404","California 47",2016,0.45768618
"1405","California 48",2016,0.45768618
"1406","California 49",2016,0.515082227
"1407","California 50",2016,0.526027235
"1408","California 51",2016,0.529504795
"1409","California 52",2016,0.526027235
"1410","California 53",2016,0.526027235
"1411","Colorado 1",2016,NA
"1412","Colorado 2",2016,NA
"1413","Colorado 3",2016,NA
"1414","Colorado 4",2016,NA
"1415","Colorado 5",2016,NA
"1416","Colorado 6",2016,NA
"1417","Colorado 7",2016,NA
"1418","Connecticut 1",2016,NA
"1419","Connecticut 2",2016,NA
"1420","Connecticut 3",2016,NA
"1421","Connecticut 4",2016,NA
"1422","Connecticut 5",2016,NA
"1423","Delaware 0",2016,0.594444431
"1424","Florida 1",2016,NA
"1425","Florida 2",2016,NA
"1426","Florida 3",2016,NA
"1427","Florida 4",2016,NA
"1428","Florida 5",2016,NA
"1429","Florida 6",2016,NA
"1430","Florida 7",2016,NA
"1431","Florida 8",2016,NA
"1432","Florida 9",2016,NA
"1433","Florida 10",2016,NA
"1434","Florida 11",2016,NA
"1435","Florida 12",2016,NA
"1436","Florida 13",2016,NA
"1437","Florida 14",2016,NA
"1438","Florida 15",2016,NA
"1439","Florida 16",2016,NA
"1440","Florida 17",2016,NA
"1441","Florida 18",2016,NA
"1442","Florida 19",2016,NA
"1443","Florida 20",2016,NA
"1444","Florida 21",2016,NA
"1445","Florida 22",2016,NA
"1446","Florida 23",2016,NA
"1447","Florida 24",2016,NA
"1448","Florida 25",2016,NA
"1449","Florida 26",2016,NA
"1450","Florida 27",2016,NA
"1451","Georgia 1",2016,NA
"1452","Georgia 2",2016,NA
"1453","Georgia 3",2016,NA
"1454","Georgia 4",2016,NA
"1455","Georgia 5",2016,NA
"1456","Georgia 6",2016,NA
"1457","Georgia 7",2016,NA
"1458","Georgia 8",2016,NA
"1459","Georgia 9",2016,NA
"1460","Georgia 10",2016,NA
"1461","Georgia 11",2016,NA
"1462","Georgia 12",2016,NA
"1463","Georgia 13",2016,NA
"1464","Georgia 14",2016,NA
"1465","Hawaii 1",2016,0.698140166
"1466","Hawaii 2",2016,0.709571551
"1467","Idaho 1",2016,0.380523393
"1468","Idaho 2",2016,0.336212994
"1469","Illinois 1",2016,0.750196916
"1470","Illinois 2",2016,0.723886028
"1471","Illinois 3",2016,0.750196916
"1472","Illinois 4",2016,0.750196916
"1473","Illinois 5",2016,0.750196916
"1474","Illinois 6",2016,0.708741308
"1475","Illinois 7",2016,0.750196916
"1476","Illinois 8",2016,0.708412833
"1477","Illinois 9",2016,0.750196916
"1478","Illinois 10",2016,0.723531354
"1479","Illinois 11",2016,0.48468597
"1480","Illinois 12",2016,0.495768943
"1481","Illinois 13",2016,0.690443956
"1482","Illinois 14",2016,0.506439105
"1483","Illinois 15",2016,0.425201811
"1484","Illinois 16",2016,0.493675715
"1485","Illinois 17",2016,0.483116497
"1486","Illinois 18",2016,0.445785359
"1487","Illinois 19",2016,0.405120308
"1488","Indiana 1",2016,0.602141884
"1489","Indiana 2",2016,0.463299154
"1490","Indiana 3",2016,0.368012693
"1491","Indiana 4",2016,0.498074171
"1492","Indiana 5",2016,0.47378422
"1493","Indiana 6",2016,0.392551493
"1494","Indiana 7",2016,0.612829738
"1495","Indiana 8",2016,0.396143833
"1496","Indiana 9",2016,0.422320571
"1497","Iowa 1",2016,0.571385451
"1498","Iowa 2",2016,0.589983339
"1499","Iowa 3",2016,0.543020855
"1500","Iowa 4",2016,0.508540144
"1501","Iowa 5",2016,0.416435102
"1502","Kansas 1",2016,0.265579075
"1503","Kansas 2",2016,0.428655324
"1504","Kansas 3",2016,0.473624152
"1505","Kansas 4",2016,0.368991381
"1506","Kentucky 1",2016,0.320661777
"1507","Kentucky 2",2016,0.465212007
"1508","Kentucky 3",2016,0.556412686
"1509","Kentucky 4",2016,0.361909656
"1510","Kentucky 5",2016,0.231631912
"1511","Kentucky 6",2016,0.415319244
"1512","Louisiana 1",2016,0.481939124
"1513","Louisiana 2",2016,0.600932338
"1514","Louisiana 3",2016,0.381487204
"1515","Louisiana 4",2016,0.398072075
"1516","Louisiana 5",2016,0.380722242
"1517","Louisiana 6",2016,0.437191788
"1518","Louisiana 7",2016,0.335519582
"1519","Maine 1",2016,0.604534585
"1520","Maine 2",2016,0.548171192
"1521","Maryland 1",2016,0.502076636
"1522","Maryland 2",2016,0.612707298
"1523","Maryland 3",2016,0.638082093
"1524","Maryland 4",2016,0.808334817
"1525","Maryland 5",2016,0.699562661
"1526","Maryland 6",2016,0.566437479
"1527","Maryland 7",2016,0.685030889
"1528","Maryland 8",2016,0.808334817
"1529","Massachusetts 1",2016,0.627131456
"1530","Massachusetts 2",2016,0.589812313
"1531","Massachusetts 3",2016,0.60157009
"1532","Massachusetts 4",2016,0.60080399
"1533","Massachusetts 5",2016,0.601202318
"1534","Massachusetts 6",2016,0.618946146
"1535","Massachusetts 7",2016,0.678537111
"1536","Massachusetts 8",2016,0.678537111
"1537","Massachusetts 9",2016,0.623892881
"1538","Massachusetts 10",2016,0.567238946
"1539","Michigan 1",2016,0.470071208
"1540","Michigan 2",2016,0.443498288
"1541","Michigan 3",2016,0.454171401
"1542","Michigan 4",2016,0.486731201
"1543","Michigan 5",2016,0.592120334
"1544","Michigan 6",2016,0.496488764
"1545","Michigan 7",2016,0.562759556
"1546","Michigan 8",2016,0.534027052
"1547","Michigan 9",2016,0.540679321
"1548","Michigan 10",2016,0.499929823
"1549","Michigan 11",2016,0.649265517
"1550","Michigan 12",2016,0.53281765
"1551","Michigan 13",2016,0.735935087
"1552","Michigan 14",2016,0.735935087
"1553","Michigan 15",2016,0.711154004
"1554","Minnesota 1",2016,0.504970208
"1555","Minnesota 2",2016,0.570214827
"1556","Minnesota 3",2016,0.605831747
"1557","Minnesota 4",2016,0.583176963
"1558","Minnesota 5",2016,0.624001188
"1559","Minnesota 6",2016,0.582190847
"1560","Minnesota 7",2016,0.45308997
"1561","Minnesota 8",2016,0.531015479
"1562","Mississippi 1",2016,0.384630566
"1563","Mississippi 2",2016,0.634363963
"1564","Mississippi 3",2016,0.467130788
"1565","Mississippi 4",2016,0.320725814
"1566","Missouri 1",2016,0.626059948
"1567","Missouri 2",2016,0.518065418
"1568","Missouri 3",2016,0.600605639
"1569","Missouri 4",2016,0.46070889
"1570","Missouri 5",2016,0.563353879
"1571","Missouri 6",2016,0.506509211
"1572","Missouri 7",2016,0.310074937
"1573","Missouri 8",2016,0.307384408
"1574","Missouri 9",2016,0.386321504
"1575","Montana 0",2016,0.430730262
"1576","Nebraska 1",2016,0.408983987
"1577","Nebraska 2",2016,0.454757215
"1578","Nebraska 3",2016,0.266101543
"1579","Nevada 1",2016,0.573761352
"1580","Nevada 2",2016,0.533483384
"1581","Nevada 3",2016,0.573761352
"1582","Nevada 4",2016,NA
"1583","New Hampshire 1",2016,0.511557981
"1584","New Hampshire 2",2016,0.524788745
"1585","New Jersey 1",2016,0.618691058
"1586","New Jersey 2",2016,0.599738147
"1587","New Jersey 3",2016,0.55481966
"1588","New Jersey 4",2016,0.518589441
"1589","New Jersey 5",2016,0.550754275
"1590","New Jersey 6",2016,0.577627637
"1591","New Jersey 7",2016,0.603215075
"1592","New Jersey 8",2016,0.727234334
"1593","New Jersey 9",2016,0.632039237
"1594","New Jersey 10",2016,0.746183215
"1595","New Jersey 11",2016,0.601317708
"1596","New Jersey 12",2016,0.56157358
"1597","New Jersey 13",2016,0.713190181
"1598","New Mexico 1",2016,0.599838754
"1599","New Mexico 2",2016,0.537697483
"1600","New Mexico 3",2016,0.590541363
"1601","New York 1",2016,0.514491424
"1602","New York 2",2016,0.523341365
"1603","New York 3",2016,0.523341365
"1604","New York 4",2016,0.533696507
"1605","New York 5",2016,0.670650228
"1606","New York 6",2016,0.794911391
"1607","New York 7",2016,0.841660706
"1608","New York 8",2016,0.835828913
"1609","New York 9",2016,0.810038526
"1610","New York 10",2016,0.822477084
"1611","New York 11",2016,0.822477084
"1612","New York 12",2016,0.823003342
"1613","New York 13",2016,0.765306054
"1614","New York 14",2016,0.823327535
"1615","New York 15",2016,0.845721656
"1616","New York 16",2016,0.916410853
"1617","New York 17",2016,0.73479248
"1618","New York 18",2016,0.589735455
"1619","New York 19",2016,0.559551351
"1620","New York 20",2016,0.524410143
"1621","New York 21",2016,0.568754806
"1622","New York 22",2016,0.547679629
"1623","New York 23",2016,0.52296883
"1624","New York 24",2016,0.517877777
"1625","New York 25",2016,0.58508962
"1626","New York 26",2016,0.559791258
"1627","New York 27",2016,0.566116611
"1628","New York 28",2016,0.572009647
"1629","New York 29",2016,0.540073163
"1630","North Carolina 1",2016,0.53236464
"1631","North Carolina 2",2016,0.52703736
"1632","North Carolina 3",2016,0.446352859
"1633","North Carolina 4",2016,0.605920869
"1634","North Carolina 5",2016,0.409867963
"1635","North Carolina 6",2016,0.44938785
"1636","North Carolina 7",2016,0.505413396
"1637","North Carolina 8",2016,0.544996584
"1638","North Carolina 9",2016,0.539254356
"1639","North Carolina 10",2016,0.349343812
"1640","North Carolina 11",2016,0.442935977
"1641","North Carolina 12",2016,0.543206507
"1642","North Carolina 13",2016,0.540835564
"1643","North Dakota 0",2016,0.39890924
"1644","Ohio 1",2016,0.479335707
"1645","Ohio 2",2016,0.451685792
"1646","Ohio 3",2016,0.440644656
"1647","Ohio 4",2016,0.365211091
"1648","Ohio 5",2016,0.507377995
"1649","Ohio 6",2016,0.521526755
"1650","Ohio 7",2016,0.548531385
"1651","Ohio 8",2016,0.421020177
"1652","Ohio 9",2016,0.609946091
"1653","Ohio 10",2016,0.695298202
"1654","Ohio 11",2016,0.695298202
